item_id,transaction_id,product_id,quantity,unit_price,line_total
2156,724,12,3,649,1947
2157,725,4,2,599,1198
2158,726,36,1,320,320
2159,726,39,2,549,1098
2160,727,32,1,599,599
2161,728,33,1,1299,1299
2162,728,21,2,399,798
2163,728,25,2,2499,4998
2164,728,38,3,999,2997
2165,729,35,2,280,560
2166,729,32,2,599,1198
2167,730,27,2,1299,2598
2168,730,29,3,1499,4497
2169,730,18,3,199,597
2170,730,20,2,99,198
2171,731,44,3,199,597
2172,731,40,3,199,597
2173,731,49,3,2499,7497
2174,731,8,1,180,180
2175,732,49,2,2499,4998
2176,732,35,1,280,280
2177,733,48,2,1999,3998
2178,733,11,3,1299,3897
2179,733,28,2,799,1598
2180,733,31,3,3499,10497
2181,734,41,2,899,1798
2182,734,1,3,2499,7497
2183,735,50,1,1999,1999
2184,736,28,2,799,1598
2185,736,26,1,899,899
2186,736,32,2,599,1198
2187,736,47,2,1799,3598
2188,737,26,1,899,899
2189,737,36,1,320,320
2190,737,42,3,699,2097
2191,737,10,3,899,2697
2192,738,7,3,450,1350
2193,738,8,2,180,360
2194,738,46,2,449,898
2195,738,28,2,799,1598
2196,739,20,3,99,297
2197,739,41,1,899,899
2198,739,36,2,320,640
2199,740,2,2,299,598
2200,740,21,2,399,798
2201,740,4,3,599,1797
2202,740,24,3,499,1497
2203,740,48,1,1999,1999
2204,741,3,1,1299,1299
2205,741,27,2,1299,2598
2206,741,29,3,1499,4497
2207,742,16,2,799,1598
2208,742,25,1,2499,2499
2209,742,6,2,1999,3998
2210,742,4,2,599,1198
2211,742,8,1,180,180
2212,743,29,3,1499,4497
2213,744,4,1,599,599
2214,744,26,3,899,2697
2215,744,44,1,199,199
2216,744,38,3,999,2997
2217,745,26,2,899,1798
2218,745,43,2,79,158
2219,745,4,1,599,599
2220,746,7,2,450,900
2221,746,15,1,349,349
2222,747,6,2,1999,3998
2223,747,27,3,1299,3897
2224,747,8,2,180,360
2225,747,28,3,799,2397
2226,747,22,3,999,2997
2227,748,21,2,399,798
2228,749,7,3,450,1350
2229,749,29,3,1499,4497
2230,750,7,2,450,900
2231,750,36,3,320,960
2232,750,47,2,1799,3598
2233,751,36,2,320,640
2234,751,49,2,2499,4998
2235,751,37,1,1899,1899
2236,751,34,1,899,899
2237,751,7,2,450,900
2238,752,50,1,1999,1999
2239,753,5,3,1499,4497
2240,754,39,1,549,549
2241,754,17,1,1499,1499
2242,754,14,1,399,399
2243,754,42,2,699,1398
2244,755,2,3,299,897
2245,756,31,2,3499,6998
2246,757,6,3,1999,5997
2247,757,35,2,280,560
2248,757,44,1,199,199
2249,757,47,1,1799,1799
2250,758,6,1,1999,1999
2251,759,19,1,149,149
2252,759,9,3,520,1560
2253,760,39,2,549,1098
2254,760,11,1,1299,1299
2255,760,24,1,499,499
2256,760,40,3,199,597
2257,761,17,3,1499,4497
2258,761,10,1,899,899
2259,761,35,3,280,840
2260,762,48,1,1999,1999
2261,763,16,1,799,799
2262,764,15,3,349,1047
2263,764,39,3,549,1647
2264,765,49,3,2499,7497
2265,765,19,2,149,298
2266,765,41,1,899,899
2267,765,37,1,1899,1899
2268,766,1,2,2499,4998
2269,766,48,3,1999,5997
2270,767,37,2,1899,3798
2271,767,4,2,599,1198
2272,767,23,3,699,2097
2273,768,7,3,450,1350
2274,768,12,3,649,1947
2275,768,36,3,320,960
2276,768,39,1,549,549
2277,768,41,2,899,1798
2278,769,46,2,449,898
2279,769,26,1,899,899
2280,769,15,1,349,349
2281,769,32,2,599,1198
2282,770,14,1,399,399
2283,770,34,2,899,1798
2284,770,29,2,1499,2998
2285,771,15,3,349,1047
2286,772,19,3,149,447
2287,772,7,3,450,1350
2288,773,15,3,349,1047
2289,773,18,1,199,199
2290,773,8,1,180,180
2291,773,32,3,599,1797
2292,774,45,3,1299,3897
2293,774,36,2,320,640
2294,774,20,1,99,99
2295,775,20,3,99,297
2296,775,38,1,999,999
2297,775,24,1,499,499
2298,775,28,2,799,1598
2299,776,28,1,799,799
2300,776,6,1,1999,1999
2301,776,34,3,899,2697
2302,776,1,3,2499,7497
2303,777,43,1,79,79
2304,778,13,1,249,249
2305,778,41,1,899,899
2306,778,20,2,99,198
2307,778,40,2,199,398
2308,779,38,1,999,999
2309,779,9,3,520,1560
2310,779,43,3,79,237
2311,779,8,1,180,180
2312,779,31,2,3499,6998
2313,780,42,1,699,699
2314,780,7,3,450,1350
2315,781,6,2,1999,3998
2316,781,28,3,799,2397
2317,781,40,3,199,597
2318,781,36,1,320,320
2319,781,32,3,599,1797
2320,782,50,2,1999,3998
2321,782,31,3,3499,10497
2322,782,49,2,2499,4998
2323,783,50,2,1999,3998
2324,783,22,1,999,999
2325,783,35,2,280,560
2326,783,14,1,399,399
2327,783,36,1,320,320
2328,784,10,3,899,2697
2329,784,45,1,1299,1299
2330,784,12,2,649,1298
2331,784,41,1,899,899
2332,784,13,1,249,249
2333,785,39,2,549,1098
2334,785,45,2,1299,2598
2335,785,14,1,399,399
2336,786,19,2,149,298
2337,786,34,3,899,2697
2338,786,13,2,249,498
2339,787,41,2,899,1798
2340,787,7,3,450,1350
2341,787,43,3,79,237
2342,787,31,3,3499,10497
2343,787,19,3,149,447
2344,788,39,3,549,1647
2345,788,6,3,1999,5997
2346,788,3,1,1299,1299
2347,789,32,3,599,1797
2348,789,2,3,299,897
2349,789,21,3,399,1197
2350,789,33,2,1299,2598
2351,790,9,3,520,1560
2352,791,27,3,1299,3897
2353,791,39,1,549,549
2354,791,15,1,349,349
2355,791,2,2,299,598
2356,791,14,2,399,798
2357,792,37,3,1899,5697
2358,792,16,1,799,799
2359,792,41,3,899,2697
2360,792,31,3,3499,10497
2361,792,47,3,1799,5397
2362,793,49,2,2499,4998
2363,793,35,2,280,560
2364,793,30,1,699,699
2365,793,41,1,899,899
2366,793,19,3,149,447
2367,794,42,3,699,2097
2368,794,41,3,899,2697
2369,794,2,1,299,299
2370,794,43,2,79,158
2371,794,38,1,999,999
2372,795,7,1,450,450
2373,795,38,2,999,1998
2374,795,35,1,280,280
2375,795,36,1,320,320
2376,796,32,3,599,1797
2377,796,37,1,1899,1899
2378,796,4,2,599,1198
2379,797,40,1,199,199
2380,797,43,2,79,158
2381,797,16,1,799,799
2382,797,31,2,3499,6998
2383,798,49,1,2499,2499
2384,799,26,1,899,899
2385,799,5,3,1499,4497
2386,799,40,2,199,398
2387,800,13,2,249,498
2388,800,15,2,349,698
2389,800,2,3,299,897
2390,801,24,2,499,998
2391,801,38,1,999,999
2392,801,6,2,1999,3998
2393,802,25,3,2499,7497
2394,802,32,2,599,1198
2395,802,36,3,320,960
2396,802,17,2,1499,2998
2397,803,50,3,1999,5997
2398,803,20,3,99,297
2399,803,1,3,2499,7497
2400,803,23,2,699,1398
2401,804,48,1,1999,1999
2402,805,35,3,280,840
2403,805,13,1,249,249
2404,805,39,3,549,1647
2405,805,5,3,1499,4497
2406,806,14,3,399,1197
2407,806,27,2,1299,2598
2408,806,43,3,79,237
2409,806,29,3,1499,4497
2410,807,19,1,149,149
2411,807,39,1,549,549
2412,807,32,3,599,1797
2413,807,26,1,899,899
2414,808,24,1,499,499
2415,808,18,2,199,398
2416,808,22,1,999,999
2417,808,34,1,899,899
2418,808,17,3,1499,4497
2419,809,4,1,599,599
2420,809,20,2,99,198
2421,809,9,1,520,520
2422,809,32,3,599,1797
2423,810,10,1,899,899
2424,811,20,1,99,99
2425,811,19,1,149,149
2426,811,50,1,1999,1999
2427,811,45,2,1299,2598
2428,812,45,2,1299,2598
2429,813,13,2,249,498
2430,814,39,3,549,1647
2431,815,17,1,1499,1499
2432,815,35,2,280,560
2433,815,22,1,999,999
2434,816,27,1,1299,1299
2435,816,31,3,3499,10497
2436,817,3,2,1299,2598
2437,817,30,1,699,699
2438,817,47,2,1799,3598
2439,817,39,2,549,1098
2440,817,43,3,79,237
2441,818,24,3,499,1497
2442,819,47,1,1799,1799
2443,819,16,1,799,799
2444,820,48,2,1999,3998
2445,821,12,2,649,1298
2446,821,43,3,79,237
2447,821,8,2,180,360
2448,821,15,3,349,1047
2449,822,32,2,599,1198
2450,823,6,3,1999,5997
2451,823,28,2,799,1598
2452,824,12,2,649,1298
2453,824,10,2,899,1798
2454,825,6,3,1999,5997
2455,826,3,2,1299,2598
2456,827,4,1,599,599
2457,827,30,1,699,699
2458,827,19,1,149,149
2459,828,27,2,1299,2598
2460,829,7,1,450,450
2461,829,15,3,349,1047
2462,830,23,1,699,699
2463,830,21,3,399,1197
2464,830,39,3,549,1647
2465,830,35,1,280,280
2466,831,25,1,2499,2499
2467,831,26,2,899,1798
2468,831,29,1,1499,1499
2469,831,10,2,899,1798
2470,832,12,1,649,649
2471,832,18,3,199,597
2472,833,18,1,199,199
2473,833,15,2,349,698
2474,833,24,2,499,998
2475,833,42,3,699,2097
2476,834,41,2,899,1798
2477,834,18,2,199,398
2478,834,34,3,899,2697
2479,834,49,1,2499,2499
2480,835,26,1,899,899
2481,836,37,3,1899,5697
2482,836,43,2,79,158
2483,836,4,3,599,1797
2484,837,49,1,2499,2499
2485,838,15,1,349,349
2486,838,2,1,299,299
2487,838,43,2,79,158
2488,838,5,2,1499,2998
2489,839,27,1,1299,1299
2490,839,43,3,79,237
2491,839,35,2,280,560
2492,840,50,1,1999,1999
2493,840,23,2,699,1398
2494,840,15,1,349,349
2495,840,29,2,1499,2998
2496,840,9,2,520,1040
2497,841,31,1,3499,3499
2498,841,46,2,449,898
2499,841,48,1,1999,1999
2500,841,5,1,1499,1499
2501,842,14,2,399,798
2502,842,3,1,1299,1299
2503,842,1,1,2499,2499
2504,842,46,1,449,449
2505,843,7,1,450,450
2506,843,29,3,1499,4497
2507,843,18,2,199,398
2508,844,7,2,450,900
2509,844,33,1,1299,1299
2510,844,42,2,699,1398
2511,844,8,2,180,360
2512,844,45,3,1299,3897
2513,845,29,3,1499,4497
2514,845,30,3,699,2097
2515,845,35,3,280,840
2516,846,35,3,280,840
2517,846,48,3,1999,5997
2518,846,15,2,349,698
2519,847,41,2,899,1798
2520,848,15,1,349,349
2521,849,13,2,249,498
2522,849,8,3,180,540
2523,849,27,1,1299,1299
2524,850,38,2,999,1998
2525,850,17,1,1499,1499
2526,850,11,3,1299,3897
2527,850,39,1,549,549
2528,851,28,1,799,799
2529,852,42,1,699,699
2530,852,13,1,249,249
2531,852,10,1,899,899
2532,853,23,2,699,1398
2533,853,7,1,450,450
2534,853,46,2,449,898
2535,853,22,3,999,2997
2536,853,38,3,999,2997
2537,854,29,2,1499,2998
2538,854,2,2,299,598
2539,854,8,1,180,180
2540,855,2,2,299,598
2541,856,32,1,599,599
2542,856,3,1,1299,1299
2543,856,22,1,999,999
2544,857,19,3,149,447
2545,857,39,3,549,1647
2546,858,36,3,320,960
2547,858,50,1,1999,1999
2548,858,33,2,1299,2598
2549,859,36,1,320,320
2550,859,32,1,599,599
2551,860,24,2,499,998
2552,860,45,2,1299,2598
2553,860,40,2,199,398
2554,860,21,2,399,798
2555,860,10,2,899,1798
2556,861,10,1,899,899
2557,861,1,3,2499,7497
2558,862,46,3,449,1347
2559,862,38,2,999,1998
2560,862,12,3,649,1947
2561,862,3,1,1299,1299
2562,863,18,1,199,199
2563,863,30,3,699,2097
2564,864,18,3,199,597
2565,864,35,2,280,560
2566,864,32,3,599,1797
2567,864,50,3,1999,5997
2568,864,14,1,399,399
2569,865,42,1,699,699
2570,865,27,2,1299,2598
2571,865,49,3,2499,7497
2572,866,35,3,280,840
2573,867,26,3,899,2697
2574,867,5,2,1499,2998
2575,867,15,2,349,698
2576,867,2,1,299,299
2577,868,44,3,199,597
2578,868,48,1,1999,1999
2579,868,22,3,999,2997
2580,868,19,3,149,447
2581,869,28,3,799,2397
2582,869,19,3,149,447
2583,870,27,3,1299,3897
2584,870,32,3,599,1797
2585,870,38,3,999,2997
2586,871,41,2,899,1798
2587,871,47,2,1799,3598
2588,871,4,3,599,1797
2589,871,11,1,1299,1299
2590,871,15,1,349,349
2591,872,32,3,599,1797
2592,872,9,2,520,1040
2593,873,15,1,349,349
2594,873,22,3,999,2997
2595,874,48,1,1999,1999
2596,874,21,3,399,1197
2597,875,13,1,249,249
2598,875,20,2,99,198
2599,876,21,2,399,798
2600,876,41,1,899,899
2601,877,34,3,899,2697
2602,877,3,1,1299,1299
2603,877,5,1,1499,1499
2604,877,28,3,799,2397
2605,877,33,2,1299,2598
2606,878,2,3,299,897
2607,878,11,2,1299,2598
2608,878,38,3,999,2997
2609,878,9,2,520,1040
2610,878,3,3,1299,3897
2611,879,1,3,2499,7497
2612,879,12,3,649,1947
2613,879,29,1,1499,1499
2614,880,39,1,549,549
2615,880,38,2,999,1998
2616,881,42,1,699,699
2617,881,33,3,1299,3897
2618,881,30,1,699,699
2619,881,12,2,649,1298
2620,881,3,1,1299,1299
2621,882,49,1,2499,2499
2622,883,28,3,799,2397
2623,883,43,1,79,79
2624,883,42,3,699,2097
2625,884,28,2,799,1598
2626,884,30,3,699,2097
2627,884,13,1,249,249
2628,885,28,2,799,1598
2629,885,39,2,549,1098
2630,885,45,3,1299,3897
2631,885,26,2,899,1798
2632,885,43,2,79,158
2633,886,40,3,199,597
2634,886,37,1,1899,1899
2635,886,35,3,280,840
2636,886,15,1,349,349
2637,886,20,2,99,198
2638,887,18,2,199,398
2639,887,31,1,3499,3499
2640,888,4,3,599,1797
2641,888,12,1,649,649
2642,888,1,2,2499,4998
2643,889,28,3,799,2397
2644,889,6,1,1999,1999
2645,889,21,1,399,399
2646,889,26,3,899,2697
2647,890,25,3,2499,7497
2648,890,32,1,599,599
2649,891,9,3,520,1560
2650,891,38,1,999,999
2651,891,33,3,1299,3897
2652,891,42,3,699,2097
2653,891,29,1,1499,1499
2654,892,35,2,280,560
2655,892,39,1,549,549
2656,892,44,3,199,597
2657,892,15,2,349,698
2658,893,31,3,3499,10497
2659,893,34,3,899,2697
2660,894,12,3,649,1947
2661,894,26,3,899,2697
2662,894,17,2,1499,2998
2663,895,31,2,3499,6998
2664,895,12,2,649,1298
2665,895,44,3,199,597
2666,895,27,1,1299,1299
2667,895,26,3,899,2697
2668,896,47,2,1799,3598
2669,896,36,3,320,960
2670,896,27,2,1299,2598
2671,897,10,3,899,2697
2672,897,24,2,499,998
2673,898,40,1,199,199
2674,898,47,3,1799,5397
2675,898,25,1,2499,2499
2676,899,27,2,1299,2598
2677,900,30,1,699,699
2678,900,34,2,899,1798
2679,900,49,1,2499,2499
2680,900,12,3,649,1947
2681,900,22,3,999,2997
2682,901,18,2,199,398
2683,902,32,2,599,1198
2684,902,9,1,520,520
2685,903,49,3,2499,7497
2686,903,48,3,1999,5997
2687,903,10,3,899,2697
2688,903,4,1,599,599
2689,904,45,2,1299,2598
2690,904,38,2,999,1998
2691,904,30,1,699,699
2692,904,22,1,999,999
2693,905,12,1,649,649
2694,905,45,2,1299,2598
2695,906,36,3,320,960
2696,906,3,1,1299,1299
2697,906,33,2,1299,2598
2698,907,24,2,499,998
2699,907,20,2,99,198
2700,907,33,1,1299,1299
2701,908,41,3,899,2697
2702,908,23,1,699,699
2703,909,34,2,899,1798
2704,910,7,1,450,450
2705,911,7,2,450,900
2706,911,36,3,320,960
2707,912,49,3,2499,7497
2708,912,8,1,180,180
2709,913,5,1,1499,1499
2710,914,18,3,199,597
2711,914,26,1,899,899
2712,915,3,2,1299,2598
2713,916,38,2,999,1998
2714,916,48,3,1999,5997
2715,916,30,2,699,1398
2716,916,40,3,199,597
2717,916,25,2,2499,4998
2718,917,29,1,1499,1499
2719,918,45,2,1299,2598
2720,919,1,2,2499,4998
2721,919,45,3,1299,3897
2722,919,6,3,1999,5997
2723,920,8,1,180,180
2724,920,41,1,899,899
2725,920,23,2,699,1398
2726,921,19,3,149,447
2727,921,24,1,499,499
2728,921,48,1,1999,1999
2729,922,24,2,499,998
2730,922,2,3,299,897
2731,922,16,1,799,799
2732,922,12,1,649,649
2733,923,43,3,79,237
2734,923,49,3,2499,7497
2735,923,15,3,349,1047
2736,923,3,1,1299,1299
2737,924,32,2,599,1198
2738,924,31,3,3499,10497
2739,924,17,1,1499,1499
2740,924,27,1,1299,1299
2741,924,13,1,249,249
2742,925,8,3,180,540
2743,925,2,1,299,299
2744,925,40,3,199,597
2745,925,14,1,399,399
2746,925,24,1,499,499
2747,926,49,3,2499,7497
2748,926,32,1,599,599
2749,926,31,2,3499,6998
2750,927,48,1,1999,1999
2751,927,28,1,799,799
2752,927,3,3,1299,3897
2753,927,20,2,99,198
2754,927,35,2,280,560
2755,928,38,1,999,999
2756,929,48,2,1999,3998
2757,929,23,3,699,2097
2758,929,50,2,1999,3998
2759,929,3,1,1299,1299
2760,929,22,2,999,1998
2761,930,19,3,149,447
2762,931,4,2,599,1198
2763,931,34,2,899,1798
2764,932,12,3,649,1947
2765,932,20,2,99,198
2766,932,24,2,499,998
2767,933,18,2,199,398
2768,933,2,1,299,299
2769,933,36,2,320,640
2770,933,10,1,899,899
2771,933,47,3,1799,5397
2772,934,46,3,449,1347
2773,934,22,3,999,2997
2774,934,20,3,99,297
2775,934,50,1,1999,1999
2776,935,26,2,899,1798
2777,935,6,1,1999,1999
2778,936,14,3,399,1197
2779,936,6,1,1999,1999
2780,936,33,1,1299,1299
2781,936,25,3,2499,7497
2782,937,18,2,199,398
2783,937,4,1,599,599
2784,937,16,3,799,2397
2785,938,1,2,2499,4998
2786,938,44,3,199,597
2787,938,27,1,1299,1299
2788,938,4,1,599,599
2789,939,18,3,199,597
2790,939,2,2,299,598
2791,939,8,1,180,180
2792,939,27,3,1299,3897
2793,940,44,1,199,199
2794,940,6,1,1999,1999
2795,940,1,2,2499,4998
2796,940,28,1,799,799
2797,941,28,2,799,1598
2798,942,17,3,1499,4497
2799,942,20,1,99,99
2800,942,32,3,599,1797
2801,942,12,2,649,1298
2802,942,7,2,450,900
2803,943,48,1,1999,1999
2804,944,44,1,199,199
2805,944,9,3,520,1560
2806,945,21,3,399,1197
2807,946,15,3,349,1047
2808,946,6,3,1999,5997
2809,946,11,3,1299,3897
2810,946,40,1,199,199
2811,946,46,3,449,1347
2812,947,11,1,1299,1299
2813,947,48,1,1999,1999
2814,947,38,2,999,1998
2815,947,37,1,1899,1899
2816,947,3,2,1299,2598
2817,948,38,1,999,999
2818,948,2,1,299,299
2819,949,48,1,1999,1999
2820,949,37,2,1899,3798
2821,949,3,3,1299,3897
2822,949,29,1,1499,1499
2823,949,22,1,999,999
2824,950,13,1,249,249
2825,950,41,1,899,899
2826,950,45,1,1299,1299
2827,951,30,2,699,1398
2828,951,25,1,2499,2499
2829,952,11,1,1299,1299
2830,953,50,3,1999,5997
2831,954,48,1,1999,1999
2832,954,24,3,499,1497
2833,954,28,2,799,1598
2834,954,27,3,1299,3897
2835,955,46,3,449,1347
2836,955,29,3,1499,4497
2837,955,33,1,1299,1299
2838,955,44,3,199,597
2839,955,28,2,799,1598
2840,956,10,2,899,1798
2841,956,11,2,1299,2598
2842,956,43,3,79,237
2843,957,29,3,1499,4497
2844,957,24,1,499,499
2845,957,10,2,899,1798
2846,957,17,3,1499,4497
2847,957,4,2,599,1198
2848,958,44,1,199,199
2849,958,5,3,1499,4497
2850,958,13,3,249,747
2851,958,39,1,549,549
2852,959,44,1,199,199
2853,960,1,2,2499,4998
2854,960,15,2,349,698
2855,960,35,2,280,560
2856,960,27,1,1299,1299
2857,960,20,3,99,297
2858,961,46,1,449,449
2859,961,10,3,899,2697
2860,962,1,3,2499,7497
2861,962,5,1,1499,1499
2862,962,21,3,399,1197
2863,962,32,1,599,599
2864,962,44,2,199,398
2865,963,35,3,280,840
2866,963,46,2,449,898
2867,964,38,2,999,1998
2868,964,42,2,699,1398
2869,965,36,2,320,640
2870,965,11,3,1299,3897
2871,965,22,3,999,2997
2872,966,33,1,1299,1299
2873,966,18,3,199,597
2874,967,3,3,1299,3897
2875,967,21,3,399,1197
2876,967,10,3,899,2697
2877,968,46,2,449,898
2878,968,38,2,999,1998
2879,968,21,2,399,798
2880,968,44,1,199,199
2881,968,47,3,1799,5397
2882,969,7,1,450,450
2883,970,39,1,549,549
2884,970,8,3,180,540
2885,970,33,1,1299,1299
2886,970,36,1,320,320
2887,971,17,1,1499,1499
2888,971,23,1,699,699
2889,971,15,1,349,349
2890,971,39,3,549,1647
2891,972,20,1,99,99
2892,972,39,3,549,1647
2893,972,7,3,450,1350
2894,972,48,1,1999,1999
2895,973,14,2,399,798
2896,973,15,2,349,698
2897,973,35,3,280,840
2898,973,33,1,1299,1299
2899,974,40,3,199,597
2900,974,25,3,2499,7497
2901,974,13,2,249,498
2902,974,21,1,399,399
2903,974,37,3,1899,5697
2904,975,46,2,449,898
2905,976,48,3,1999,5997
2906,976,33,1,1299,1299
2907,976,40,2,199,398
2908,976,24,2,499,998
2909,976,21,2,399,798
2910,977,15,3,349,1047
2911,977,10,3,899,2697
2912,977,47,3,1799,5397
2913,978,4,2,599,1198
2914,978,41,3,899,2697
2915,979,14,3,399,1197
2916,979,25,2,2499,4998
2917,979,3,3,1299,3897
2918,980,2,2,299,598
2919,980,20,2,99,198
2920,980,26,3,899,2697
2921,981,40,2,199,398
2922,981,27,3,1299,3897
2923,981,3,2,1299,2598
2924,982,46,1,449,449
2925,982,19,3,149,447
2926,983,16,1,799,799
2927,983,6,3,1999,5997
2928,983,9,2,520,1040
2929,983,8,2,180,360
2930,983,19,3,149,447
2931,984,22,3,999,2997
2932,984,11,3,1299,3897
2933,984,14,1,399,399
2934,984,3,1,1299,1299
2935,985,46,2,449,898
2936,986,40,3,199,597
2937,987,22,2,999,1998
2938,987,36,1,320,320
2939,987,41,3,899,2697
2940,988,31,3,3499,10497
2941,988,3,1,1299,1299
2942,989,33,3,1299,3897
2943,989,46,1,449,449
2944,989,39,3,549,1647
2945,989,21,2,399,798
2946,989,32,3,599,1797
2947,990,11,2,1299,2598
2948,991,46,1,449,449
2949,991,18,1,199,199
2950,991,30,1,699,699
2951,991,45,3,1299,3897
2952,992,26,1,899,899
2953,992,36,2,320,640
2954,992,8,3,180,540
2955,993,40,3,199,597
2956,993,42,2,699,1398
2957,993,32,1,599,599
2958,993,23,2,699,1398
2959,994,3,1,1299,1299
2960,994,36,2,320,640
2961,995,7,1,450,450
2962,996,31,2,3499,6998
2963,996,46,2,449,898
2964,996,27,2,1299,2598
2965,996,21,1,399,399
2966,997,34,1,899,899
2967,997,2,1,299,299
2968,997,47,2,1799,3598
2969,998,15,1,349,349
2970,998,39,3,549,1647
2971,998,50,3,1999,5997
2972,998,21,3,399,1197
2973,999,18,3,199,597
2974,999,42,2,699,1398
2975,1000,1,2,2499,4998
2976,1001,1,2,2499,4998
2977,1001,6,2,1999,3998
2978,1002,37,1,1899,1899
2979,1002,15,1,349,349
2980,1003,21,1,399,399
2981,1003,42,3,699,2097
2982,1003,24,3,499,1497
2983,1003,19,1,149,149
2984,1003,3,1,1299,1299
2985,1004,44,1,199,199
2986,1005,30,2,699,1398
2987,1005,43,2,79,158
2988,1005,29,1,1499,1499
2989,1006,46,2,449,898
2990,1007,40,1,199,199
2991,1007,6,1,1999,1999
2992,1007,37,1,1899,1899
2993,1008,1,1,2499,2499
2994,1009,16,3,799,2397
2995,1009,32,3,599,1797
2996,1009,48,1,1999,1999
2997,1010,4,1,599,599
2998,1010,3,3,1299,3897
2999,1011,41,1,899,899
3000,1012,6,2,1999,3998
3001,1012,26,1,899,899
3002,1012,5,1,1499,1499
3003,1013,43,2,79,158
3004,1013,32,2,599,1198
3005,1013,9,1,520,520
3006,1014,14,3,399,1197
3007,1014,44,1,199,199
3008,1014,48,1,1999,1999
3009,1015,6,3,1999,5997
3010,1015,38,1,999,999
3011,1015,45,2,1299,2598
3012,1015,11,3,1299,3897
3013,1015,49,2,2499,4998
3014,1016,15,2,349,698
3015,1016,50,1,1999,1999
3016,1016,24,3,499,1497
3017,1016,26,3,899,2697
3018,1017,11,2,1299,2598
3019,1017,33,1,1299,1299
3020,1017,17,1,1499,1499
3021,1017,34,3,899,2697
3022,1018,5,2,1499,2998
3023,1019,40,2,199,398
3024,1019,31,1,3499,3499
3025,1019,41,1,899,899
3026,1019,10,2,899,1798
3027,1019,39,3,549,1647
3028,1020,35,1,280,280
3029,1021,26,2,899,1798
3030,1021,17,1,1499,1499
3031,1021,24,2,499,998
3032,1021,48,1,1999,1999
3033,1022,37,2,1899,3798
3034,1022,38,1,999,999
3035,1022,32,2,599,1198
3036,1022,24,1,499,499
3037,1023,9,1,520,520
3038,1023,36,2,320,640
3039,1023,21,3,399,1197
3040,1024,21,2,399,798
3041,1024,7,2,450,900
3042,1024,45,1,1299,1299
3043,1024,30,1,699,699
3044,1025,44,1,199,199
3045,1025,36,3,320,960
3046,1025,46,1,449,449
3047,1026,47,1,1799,1799
3048,1026,17,2,1499,2998
3049,1027,46,2,449,898
3050,1027,2,2,299,598
3051,1027,40,2,199,398
3052,1028,39,2,549,1098
3053,1028,43,3,79,237
3054,1029,28,3,799,2397
3055,1029,37,2,1899,3798
3056,1030,3,3,1299,3897
3057,1030,12,1,649,649
3058,1030,19,1,149,149
3059,1031,37,3,1899,5697
3060,1032,21,2,399,798
3061,1032,31,1,3499,3499
3062,1032,30,3,699,2097
3063,1032,36,2,320,640
3064,1032,43,1,79,79
3065,1033,40,1,199,199
3066,1033,49,1,2499,2499
3067,1034,15,2,349,698
3068,1034,39,2,549,1098
3069,1034,35,3,280,840
3070,1035,5,1,1499,1499
3071,1035,32,3,599,1797
3072,1035,17,1,1499,1499
3073,1035,21,1,399,399
3074,1035,18,2,199,398
3075,1036,46,2,449,898
3076,1036,11,3,1299,3897
3077,1036,39,2,549,1098
3078,1037,18,2,199,398
3079,1037,31,2,3499,6998
3080,1038,5,1,1499,1499
3081,1038,34,2,899,1798
3082,1038,12,1,649,649
3083,1038,2,1,299,299
3084,1038,19,3,149,447
3085,1039,48,3,1999,5997
3086,1040,37,3,1899,5697
3087,1040,22,3,999,2997
3088,1040,8,3,180,540
3089,1040,19,3,149,447
3090,1040,34,1,899,899
3091,1041,19,2,149,298
3092,1041,17,3,1499,4497
3093,1042,34,2,899,1798
3094,1042,4,3,599,1797
3095,1042,46,2,449,898
3096,1042,24,3,499,1497
3097,1043,44,3,199,597
3098,1043,5,1,1499,1499
3099,1043,17,1,1499,1499
3100,1044,46,1,449,449
3101,1044,7,1,450,450
3102,1044,31,3,3499,10497
3103,1044,35,1,280,280
3104,1044,2,3,299,897
3105,1045,34,3,899,2697
3106,1045,4,3,599,1797
3107,1046,29,3,1499,4497
3108,1046,1,3,2499,7497
3109,1047,43,3,79,237
3110,1047,14,3,399,1197
3111,1047,4,1,599,599
3112,1047,46,1,449,449
3113,1048,20,2,99,198
3114,1048,31,2,3499,6998
3115,1048,47,1,1799,1799
3116,1048,2,2,299,598
3117,1048,17,2,1499,2998
3118,1049,14,3,399,1197
3119,1049,13,2,249,498
3120,1049,21,2,399,798
3121,1049,39,3,549,1647
3122,1050,48,1,1999,1999
3123,1050,32,1,599,599
3124,1050,28,2,799,1598
3125,1050,35,2,280,560
3126,1050,3,3,1299,3897
3127,1051,31,3,3499,10497
3128,1051,45,2,1299,2598
3129,1051,12,1,649,649
3130,1052,35,3,280,840
3131,1052,44,2,199,398
3132,1052,32,3,599,1797
3133,1053,50,1,1999,1999
3134,1053,2,1,299,299
3135,1053,47,3,1799,5397
3136,1053,42,3,699,2097
3137,1054,12,2,649,1298
3138,1054,39,1,549,549
3139,1054,16,3,799,2397
3140,1054,22,3,999,2997
3141,1054,25,1,2499,2499
3142,1055,27,3,1299,3897
3143,1055,26,2,899,1798
3144,1055,30,2,699,1398
3145,1055,32,1,599,599
3146,1056,14,1,399,399
3147,1056,30,3,699,2097
3148,1056,34,1,899,899
3149,1057,18,3,199,597
