transaction_id,customer_id,store_id,transaction_date,transaction_time,payment_method,total_amount,discount_amount,tax_amount,net_amount
975,31,2,2023-07-19,14:02:30,UPI,898,0,161.64,1059.64
976,15,4,2023-04-04,18:28:13,Debit Card,9490,157.63,1679.83,11012.2
977,27,2,2024-06-17,11:36:15,Credit Card,9141,355.41,1581.41,10367.0
978,21,1,2024-06-27,20:58:13,Credit Card,3895,0,701.1,4596.1
979,,1,2023-04-21,18:32:46,Wallet,10092,0,1816.56,11908.56
980,7,3,2023-10-15,11:08:28,UPI,3493,0,628.74,4121.74
981,50,5,2024-08-01,11:38:04,UPI,6893,0,1240.74,8133.74
982,23,5,2023-06-16,17:47:21,Wallet,896,0,161.28,1057.28
983,23,2,2023-12-26,16:10:27,Debit Card,8643,245.1,1511.62,9909.52
984,50,1,2023-06-15,12:19:46,Credit Card,8592,0,1546.56,10138.56
985,,5,2023-10-20,09:32:25,UPI,898,111.98,141.48,927.5
986,47,1,2024-07-05,09:49:13,UPI,597,0,107.46,704.46
987,45,4,2024-01-06,15:49:03,Wallet,5015,217.96,863.47,5660.51
988,2,1,2023-11-09,15:00:01,Debit Card,11796,0,2123.28,13919.28
989,,2,2023-05-20,17:00:15,Wallet,8588,0,1545.84,10133.84
990,11,2,2024-01-04,09:14:32,Credit Card,2598,0,467.64,3065.64
991,23,5,2024-11-20,09:45:10,Debit Card,5244,0,943.92,6187.92
992,46,1,2024-06-20,17:48:02,Credit Card,2079,125.92,351.55,2304.63
993,37,4,2023-09-02,16:43:27,Debit Card,3992,234.82,676.29,4433.47
994,2,5,2023-03-08,16:08:40,Cash,1939,0,349.02,2288.02
995,21,5,2023-09-02,12:47:02,Credit Card,450,0,81.0,531.0
996,29,3,2023-01-13,20:07:42,Debit Card,10893,0,1960.74,12853.74
997,5,5,2024-08-31,09:58:59,Debit Card,4796,568.7,760.91,4988.21
998,35,4,2024-07-01,10:36:18,Credit Card,9190,0,1654.2,10844.2
999,2,5,2024-06-07,21:14:08,Debit Card,1995,0,359.1,2354.1
1000,21,2,2024-04-08,12:22:24,Credit Card,4998,558.06,799.19,5239.13
1001,13,5,2024-11-08,09:02:16,Cash,8996,0,1619.28,10615.28
1002,25,1,2023-07-29,20:36:58,Cash,2248,0,404.64,2652.64
1003,30,1,2024-12-07,09:02:24,Credit Card,5441,596.61,871.99,5716.38
1004,5,1,2023-10-10,16:07:21,Cash,199,0,35.82,234.82
1005,46,2,2024-06-24,16:12:37,Debit Card,3055,447.59,469.33,3076.74
1006,46,4,2024-10-21,13:22:59,Debit Card,898,0,161.64,1059.64
1007,45,2,2023-03-16,21:10:29,Credit Card,4097,0,737.46,4834.46
1008,,5,2023-09-21,09:49:55,UPI,2499,0,449.82,2948.82
1009,25,2,2024-09-15,20:46:42,Debit Card,6193,0,1114.74,7307.74
1010,45,4,2024-08-07,09:28:17,Credit Card,4496,0,809.28,5305.28
1011,,3,2023-02-22,10:06:29,Credit Card,899,0,161.82,1060.82
1012,19,2,2023-06-27,18:40:31,Wallet,6396,0,1151.28,7547.28
1013,15,3,2024-05-29,16:37:16,Wallet,1876,0,337.68,2213.68
1014,28,5,2024-01-17,12:27:22,Cash,3395,149.84,584.13,3829.29
1015,19,2,2023-12-28,11:01:58,Credit Card,18489,308.77,3272.44,21452.67
1016,29,1,2023-10-20,14:12:20,Wallet,6891,331.66,1180.68,7740.02
1017,,4,2023-02-17,17:16:30,Credit Card,8093,640.36,1341.48,8794.12
1018,,2,2024-08-21,17:34:19,Cash,2998,0,539.64,3537.64
1019,43,2,2023-05-09,18:47:00,Debit Card,8241,0,1483.38,9724.38
1020,17,4,2024-10-20,18:45:04,Debit Card,280,0,50.4,330.4
1021,32,1,2024-04-11,09:28:17,Wallet,6294,635.87,1018.46,6676.59
1022,46,2,2023-01-03,21:58:43,Credit Card,6494,0,1168.92,7662.92
1023,27,3,2024-02-28,14:14:49,Wallet,2357,0,424.26,2781.26
1024,47,5,2023-10-18,09:57:15,Cash,3696,0,665.28,4361.28
1025,,5,2023-07-30,16:54:47,Credit Card,1608,0,289.44,1897.44
1026,,5,2023-11-26,19:29:45,Debit Card,4797,124.46,841.06,5513.6
1027,38,3,2024-09-26,12:36:41,Cash,1894,38.5,333.99,2189.49
1028,49,5,2023-01-23,13:53:41,Wallet,1335,0,240.3,1575.3
1029,48,1,2023-11-02,18:18:13,UPI,6195,614.28,1004.53,6585.25
1030,38,1,2024-09-10,09:07:47,UPI,4695,460.83,762.15,4996.32
1031,,3,2024-02-13,21:44:12,Credit Card,5697,0,1025.46,6722.46
1032,42,5,2024-05-22,15:08:17,UPI,7113,0,1280.34,8393.34
1033,5,5,2024-05-22,11:12:05,Cash,2698,0,485.64,3183.64
1034,,4,2023-06-19,18:28:41,Debit Card,2636,4.92,473.59,3104.67
1035,10,1,2023-04-19,20:25:00,Debit Card,5592,153.63,978.91,6417.28
1036,1,3,2024-01-14,09:39:25,Cash,5893,0,1060.74,6953.74
1037,,2,2024-01-31,14:50:05,UPI,7396,483.02,1244.34,8157.32
1038,,5,2023-01-09,12:34:02,Debit Card,4692,140.13,819.34,5371.21
1039,18,2,2024-02-27,10:56:39,UPI,5997,614.9,968.78,6350.88
1040,41,1,2024-01-31,09:00:35,Wallet,10580,1243.3,1680.61,11017.31
1041,13,4,2024-05-31,12:45:46,Credit Card,4795,0,863.1,5658.1
1042,,5,2024-12-13,17:03:44,Cash,5990,0,1078.2,7068.2
1043,,5,2023-04-26,17:45:44,Wallet,3595,298.79,593.32,3889.53
1044,23,1,2024-05-17,18:22:02,Cash,12573,0,2263.14,14836.14
1045,25,5,2023-09-05,20:07:43,Credit Card,4494,0,808.92,5302.92
1046,,2,2024-10-12,13:57:22,Debit Card,11994,0,2158.92,14152.92
1047,42,2,2024-04-23,19:57:54,Cash,2482,0,446.76,2928.76
1048,29,4,2023-04-29,17:11:41,UPI,12591,0,2266.38,14857.38
1049,,1,2023-08-21,16:56:50,Wallet,4140,571.84,642.27,4210.43
1050,2,5,2024-02-21,10:50:41,Wallet,8653,1149.27,1350.67,8854.4
1051,16,1,2024-12-03,10:41:08,Credit Card,13744,0,2473.92,16217.92
1052,33,1,2023-03-23,19:48:07,UPI,3035,0,546.3,3581.3
1053,,2,2024-12-13,09:25:06,Wallet,9792,0,1762.56,11554.56
1054,17,5,2024-01-01,13:40:51,Wallet,9740,0,1753.2,11493.2
1055,5,4,2024-03-06,13:28:37,Cash,7692,70.06,1371.95,8993.89
1056,,4,2024-07-21,11:09:02,Credit Card,3395,462.6,527.83,3460.23
1057,33,3,2023-11-14,15:50:52,Credit Card,10538,0,1896.84,12434.84
1058,11,1,2024-04-22,18:17:23,Credit Card,1979,0,356.22,2335.22
1059,50,5,2023-05-03,09:34:33,UPI,9689,0,1744.02,11433.02
1060,,3,2023-09-28,11:43:01,Wallet,9684,96.89,1725.68,11312.79
1061,39,1,2024-05-10,10:21:51,Credit Card,2846,0,512.28,3358.28
1062,22,5,2024-07-31,20:07:11,Credit Card,5145,0,926.1,6071.1
1063,31,4,2024-10-02,12:32:28,Wallet,5333,512.83,867.63,5687.8
1064,19,5,2023-12-24,13:32:41,Wallet,4595,0,827.1,5422.1
1065,,2,2023-03-01,15:13:17,Wallet,1798,0,323.64,2121.64
1066,39,5,2023-12-24,13:08:26,UPI,3897,0,701.46,4598.46
1067,23,2,2023-03-01,19:31:45,Wallet,5497,378.14,921.39,6040.25
1068,,5,2023-10-28,13:16:34,Wallet,9495,160.46,1680.22,11014.76
1069,18,3,2023-06-18,16:02:15,UPI,17937,0,3228.66,21165.66
1070,,4,2024-08-05,14:08:21,Credit Card,4497,239.17,766.41,5024.24
1071,9,5,2023-08-14,12:28:16,Credit Card,6597,301.34,1133.22,7428.88
1072,48,3,2023-07-19,21:54:07,UPI,5291,327.93,893.35,5856.42
1073,1,5,2023-03-18,20:54:20,Cash,10293,0,1852.74,12145.74
1074,25,1,2024-09-30,09:32:23,Credit Card,13688,0,2463.84,16151.84
1075,44,1,2023-10-01,11:23:28,Cash,9791,0,1762.38,11553.38
1076,22,3,2024-03-24,10:14:38,Wallet,5196,0,935.28,6131.28
1077,2,2,2024-08-04,13:37:05,Credit Card,9741,679.67,1631.04,10692.37
1078,44,3,2023-01-03,10:02:33,Cash,9595,0,1727.1,11322.1
1079,49,1,2024-03-04,12:40:40,Cash,4495,75.87,795.44,5214.57
1080,,3,2024-12-25,19:26:24,Debit Card,3897,52.18,692.07,4536.89
1081,,1,2023-10-05,13:24:13,Cash,6496,0,1169.28,7665.28
1082,47,3,2024-11-23,20:03:17,Debit Card,3897,148.29,674.77,4423.48
1083,8,1,2024-07-29,21:31:16,UPI,2097,259.58,330.74,2168.16
1084,,5,2023-12-31,14:58:53,Credit Card,6014,737.08,949.85,6226.77
1085,13,4,2023-11-11,12:28:00,Cash,158,12.4,26.21,171.81
1086,46,2,2024-07-29,13:15:51,Wallet,16930,0,3047.4,19977.4
1087,4,5,2023-05-05,14:11:55,Credit Card,2748,0,494.64,3242.64
1088,48,1,2023-04-21,14:35:56,Debit Card,16889,771.15,2901.21,19019.06
1089,,5,2023-12-08,17:56:50,UPI,1299,191.58,199.34,1306.76
1090,50,5,2023-11-29,19:56:38,Credit Card,5994,0,1078.92,7072.92
1091,,5,2023-08-22,11:08:48,UPI,1350,113.0,222.66,1459.66
1092,38,5,2024-12-20,16:02:22,Credit Card,21636,0,3894.48,25530.48
1093,,1,2024-11-13,17:30:50,UPI,4696,0,845.28,5541.28
1094,43,5,2024-09-26,16:20:45,UPI,2878,118.7,496.67,3255.97
1095,43,2,2023-12-01,20:12:23,Credit Card,8986,0,1617.48,10603.48
1096,9,2,2024-02-27,13:08:58,Credit Card,7496,913.56,1184.84,7767.28
1097,,1,2023-09-22,13:26:44,Cash,6843,543.08,1133.99,7433.91
1098,33,2,2023-08-22,20:44:37,Cash,10497,0,1889.46,12386.46
1099,19,5,2023-05-14,18:36:05,Cash,776,7.51,138.33,906.82
1100,12,5,2023-05-04,13:17:08,Wallet,3995,0,719.1,4714.1
1101,23,5,2023-11-21,20:25:49,Cash,3296,319.72,535.73,3512.01
1102,47,5,2024-05-12,21:40:23,Credit Card,1278,152.93,202.51,1327.58
1103,7,5,2024-05-31,16:28:36,Credit Card,6851,0,1233.18,8084.18
1104,3,1,2024-09-10,21:46:36,Credit Card,7092,270.63,1227.85,8049.22
1105,26,5,2024-12-06,14:50:32,Debit Card,9688,0,1743.84,11431.84
1106,22,4,2024-11-10,15:58:37,Cash,6138,0,1104.84,7242.84
1107,1,4,2024-05-07,11:01:57,Wallet,699,53.47,116.2,761.73
1108,33,1,2023-04-14,17:21:22,Credit Card,6996,683.9,1136.18,7448.28
1109,,1,2023-09-23,10:20:57,Debit Card,5744,0,1033.92,6777.92
1110,24,1,2023-10-12,13:19:23,UPI,6291,0,1132.38,7423.38
1111,15,2,2023-06-02,15:59:34,Wallet,597,0,107.46,704.46
1112,40,1,2023-05-28,15:18:16,Credit Card,2997,245.8,495.22,3246.42
1113,42,5,2024-01-04,21:16:06,Cash,4497,0,809.46,5306.46
1114,,2,2023-02-12,12:21:53,Wallet,10762,1129.23,1733.9,11366.67
1115,45,2,2023-11-04,14:38:25,Wallet,9594,139.2,1701.86,11156.66
1116,12,4,2024-10-03,20:00:00,Debit Card,6354,70.08,1131.11,7415.03
1117,24,4,2023-10-26,17:46:55,Credit Card,13196,0,2375.28,15571.28
1118,50,4,2024-01-08,20:15:27,Cash,6295,771.92,994.15,6517.23
1119,18,2,2023-02-03,20:52:43,Debit Card,4155,0,747.9,4902.9
1120,31,5,2023-01-29,10:19:08,Cash,9991,0,1798.38,11789.38
1121,13,2,2024-01-01,14:12:25,Credit Card,1798,147.85,297.03,1947.18
1122,5,2,2024-09-01,15:23:02,Credit Card,5456,358.78,917.5,6014.72
1123,3,5,2024-08-31,09:14:46,Cash,7292,0,1312.56,8604.56
1124,37,2,2024-05-30,15:50:37,UPI,10521,743.39,1759.97,11537.58
1125,10,4,2023-09-08,18:29:43,Cash,6645,900.82,1033.95,6778.13
1126,13,1,2023-01-24,19:56:39,Debit Card,10715,0,1928.7,12643.7
1127,48,2,2024-09-14,21:58:30,Wallet,6835,289.75,1178.14,7723.39
1128,6,5,2024-12-14,10:14:39,Debit Card,11091,0,1996.38,13087.38
1129,,5,2024-01-28,15:41:39,UPI,2498,225.45,409.06,2681.61
1130,3,3,2023-02-01,13:05:38,Cash,2997,0,539.46,3536.46
1131,,4,2024-11-24,09:54:04,Cash,9693,0,1744.74,11437.74
1132,,3,2024-06-25,13:15:01,Credit Card,7497,829.74,1200.11,7867.37
1133,6,5,2024-11-10,19:32:54,UPI,298,0,53.64,351.64
1134,,5,2023-08-13,12:13:55,Cash,1796,0,323.28,2119.28
1135,43,4,2024-04-08,09:34:47,Wallet,2497,0,449.46,2946.46
1136,9,5,2023-06-29,12:28:39,Debit Card,520,47.89,84.98,557.09
1137,47,4,2023-08-15,16:36:06,Credit Card,5434,0,978.12,6412.12
1138,26,2,2023-08-24,12:57:21,Credit Card,2794,374.43,435.52,2855.09
1139,42,1,2024-02-08,20:10:03,Wallet,8351,0,1503.18,9854.18
1140,18,1,2023-02-25,11:54:11,UPI,6142,0,1105.56,7247.56
1141,9,2,2023-05-21,10:56:07,UPI,4292,0,772.56,5064.56
1142,4,3,2024-04-11,14:34:23,UPI,6136,81.45,1089.82,7144.37
1143,,4,2024-08-28,16:25:07,UPI,4846,0,872.28,5718.28
1144,16,4,2024-03-30,21:00:53,UPI,9792,135.16,1738.23,11395.07
1145,,1,2023-08-01,14:56:28,Debit Card,3998,0,719.64,4717.64
1146,3,4,2024-03-14,13:33:51,Wallet,8739,878.57,1414.88,9275.31
1147,48,4,2024-03-26,20:25:47,Credit Card,6293,0,1132.74,7425.74
1148,43,1,2023-12-24,14:52:12,Debit Card,4055,439.93,650.71,4265.78
1149,27,3,2024-05-05,16:51:29,Credit Card,1798,0,323.64,2121.64
1150,,2,2023-12-20,17:52:17,Wallet,4992,414.65,823.92,5401.27
1151,17,4,2023-09-29,15:06:26,Wallet,2695,0,485.1,3180.1
1152,33,2,2023-08-22,20:35:24,Debit Card,699,0,125.82,824.82
1153,18,4,2023-11-02,20:21:54,Cash,1945,0,350.1,2295.1
1154,26,3,2023-07-19,19:16:53,Credit Card,5423,0,976.14,6399.14
1155,48,4,2024-05-20,16:18:31,Cash,5635,0,1014.3,6649.3
1156,18,3,2023-06-14,17:12:43,UPI,298,11.54,51.56,338.02
1157,,5,2024-01-16,16:46:45,Cash,3592,0,646.56,4238.56
1158,,2,2023-10-24,17:44:38,Debit Card,9442,1101.81,1501.23,9841.42
1159,3,3,2023-10-02,17:27:43,Debit Card,5344,0,961.92,6305.92
1160,17,4,2024-06-30,10:13:29,Debit Card,5975,0,1075.5,7050.5
1161,46,3,2023-04-17,13:16:32,Debit Card,699,0,125.82,824.82
1162,5,1,2023-08-24,09:15:31,Credit Card,14089,0,2536.02,16625.02
1163,30,4,2023-08-16,12:24:37,Wallet,8996,0,1619.28,10615.28
1164,5,5,2024-06-08,19:41:39,Cash,8054,0,1449.72,9503.72
1165,,2,2023-04-05,17:27:13,Cash,7241,0,1303.38,8544.38
1166,15,3,2024-06-04,17:10:34,Credit Card,698,0,125.64,823.64
1167,18,2,2023-06-28,20:32:03,UPI,3096,163.56,527.84,3460.28
1168,49,5,2023-02-08,17:25:33,Wallet,1726,148.89,283.88,1860.99
1169,20,2,2024-01-03,15:39:55,Wallet,3052,324.37,490.97,3218.6
1170,19,2,2024-06-12,10:33:57,Credit Card,3440,0,619.2,4059.2
1171,,1,2023-05-04,17:03:21,Debit Card,699,70.46,113.14,741.68
1172,42,3,2023-11-09,12:02:54,Cash,5694,0,1024.92,6718.92
1173,17,4,2023-11-16,16:59:30,Debit Card,1299,66.65,221.82,1454.17
1174,,5,2023-03-26,13:34:16,Cash,1509,201.63,235.33,1542.7
1175,,5,2023-10-30,15:19:28,Wallet,13781,0,2480.58,16261.58
1176,24,5,2023-10-12,18:29:01,Debit Card,7340,451.54,1239.92,8128.38
1177,7,1,2023-02-08,09:35:47,Debit Card,2697,0,485.46,3182.46
1178,1,3,2024-10-13,21:32:33,UPI,5158,766.51,790.47,5181.96
1179,39,4,2024-10-09,21:37:05,Cash,1238,0,222.84,1460.84
1180,42,1,2023-07-28,09:50:48,Debit Card,2996,104.72,520.43,3411.71
1181,,1,2024-03-16,21:27:13,UPI,1598,185.11,254.32,1667.21
1182,20,5,2023-06-15,20:21:55,UPI,6174,0,1111.32,7285.32
1183,,2,2023-04-03,21:22:45,Cash,3593,0,646.74,4239.74
1184,39,2,2024-07-21,10:16:22,Debit Card,8893,489.81,1512.57,9915.76
1185,22,3,2024-10-19,14:27:28,Credit Card,10491,702.12,1762.0,11550.88
1186,39,5,2024-05-21,17:49:28,UPI,6932,0,1247.76,8179.76
1187,37,5,2024-10-13,21:24:50,Credit Card,7782,0,1400.76,9182.76
1188,27,1,2023-12-01,17:37:49,Debit Card,3278,346.46,527.68,3459.22
1189,23,3,2024-11-17,10:07:20,UPI,9893,0,1780.74,11673.74
1190,39,4,2023-11-30,11:18:22,Debit Card,1499,0,269.82,1768.82
1191,12,4,2023-06-04,11:05:09,Debit Card,8495,0,1529.1,10024.1
1192,37,4,2024-04-05,20:32:11,Debit Card,4097,102.97,718.93,4712.96
1193,,3,2023-10-11,12:29:55,Debit Card,4695,0,845.1,5540.1
1194,9,2,2024-10-29,09:11:27,UPI,2118,0,381.24,2499.24
1195,25,3,2023-07-28,15:31:36,Cash,2897,0,521.46,3418.46
1196,2,5,2024-02-29,16:04:21,UPI,8645,0,1556.1,10201.1
1197,40,3,2024-11-07,20:00:19,UPI,360,0,64.8,424.8
1198,46,2,2024-12-07,16:32:51,Cash,7239,0,1303.02,8542.02
1199,39,1,2023-03-03,18:13:14,Cash,5397,0,971.46,6368.46
1200,43,3,2024-03-26,20:48:40,UPI,5876,573.42,954.46,6257.04
1201,,5,2024-09-25,16:24:53,Wallet,1526,24.07,270.35,1772.28
1202,19,2,2024-04-16,19:20:57,UPI,11089,291.31,1943.58,12741.27
1203,6,3,2023-11-29,18:47:19,Wallet,4998,0,899.64,5897.64
1204,41,1,2024-06-22,09:19:13,Wallet,7289,0,1312.02,8601.02
1205,16,3,2024-06-16,16:53:39,UPI,498,0,89.64,587.64
1206,,2,2023-11-20,18:39:34,Wallet,6142,464.94,1021.87,6698.93
1207,,1,2023-05-21,11:20:32,Credit Card,6247,166.45,1094.5,7175.05
1208,39,4,2023-11-27,19:33:28,Debit Card,11292,818.14,1885.29,12359.15
1209,25,5,2023-08-02,15:00:22,Cash,6319,0,1137.42,7456.42
1210,22,2,2024-02-18,11:44:09,Debit Card,14832,0,2669.76,17501.76
1211,6,1,2023-12-01,11:49:30,Debit Card,7791,0,1402.38,9193.38
1212,29,4,2024-05-10,19:29:59,UPI,9153,859.33,1492.86,9786.53
1213,14,1,2023-08-08,21:47:38,Credit Card,1947,57.38,340.13,2229.75
1214,43,2,2024-12-22,20:42:29,UPI,12390,0,2230.2,14620.2
1215,36,4,2023-06-07,11:34:03,Debit Card,11442,0,2059.56,13501.56
1216,32,5,2024-01-24,16:18:39,UPI,10394,0,1870.92,12264.92
1217,45,2,2023-06-03,10:10:13,UPI,5695,252.38,979.67,6422.29
1218,11,5,2023-09-21,10:13:27,Cash,12192,509.73,2102.81,13785.08
1219,2,4,2023-10-24,11:55:17,Wallet,2998,122.81,517.53,3392.72
1220,,4,2023-02-13,18:08:15,Cash,4796,0,863.28,5659.28
1221,8,2,2024-05-03,21:30:31,Cash,4593,0,826.74,5419.74
1222,9,5,2024-05-12,13:32:42,Debit Card,1136,0,204.48,1340.48
1223,4,1,2024-08-26,11:07:40,Credit Card,4494,0,808.92,5302.92
1224,13,4,2023-01-11,21:41:54,Debit Card,2147,0,386.46,2533.46
1225,,5,2024-06-22,19:41:03,Debit Card,8146,0,1466.28,9612.28
1226,45,4,2024-05-05,12:08:00,Debit Card,898,104.38,142.85,936.47
1227,,1,2024-12-22,17:32:33,UPI,1350,0,243.0,1593.0
1228,7,2,2024-07-02,21:09:56,Cash,3595,0,647.1,4242.1
1229,24,3,2023-09-19,13:36:26,Cash,7600,846.73,1215.59,7968.86
1230,32,4,2023-03-28,17:36:58,Debit Card,1795,0,323.1,2118.1
1231,8,2,2024-05-28,09:46:16,Credit Card,8894,0,1600.92,10494.92
1232,24,3,2023-12-03,13:15:15,Wallet,10551,437.38,1820.45,11934.07
1233,29,4,2024-06-11,21:06:49,UPI,6954,0,1251.72,8205.72
1234,,5,2024-06-22,20:01:40,UPI,798,20.51,139.95,917.44
1235,22,4,2023-09-09,11:14:00,Wallet,8840,0,1591.2,10431.2
1236,,4,2024-11-23,12:17:58,Cash,7653,1100.45,1179.46,7732.01
1237,25,1,2023-09-19,15:40:07,Wallet,17170,0,3090.6,20260.6
1238,32,5,2024-04-11,17:15:26,Credit Card,5694,0,1024.92,6718.92
1239,11,2,2024-04-01,18:44:54,Debit Card,2648,0,476.64,3124.64
1240,22,5,2024-04-20,13:15:32,Credit Card,10241,0,1843.38,12084.38
1241,47,1,2023-11-23,12:19:08,Wallet,6790,0,1222.2,8012.2
1242,27,5,2024-11-22,16:03:36,Debit Card,6093,0,1096.74,7189.74
1243,12,5,2023-02-08,17:48:17,Cash,6491,0,1168.38,7659.38
1244,9,1,2024-05-09,16:28:58,Wallet,1350,122.16,221.01,1448.85
1245,,5,2023-11-01,13:40:40,UPI,2396,0,431.28,2827.28
1246,4,5,2023-05-05,21:28:22,Cash,8095,644.06,1341.17,8792.11
1247,30,2,2024-05-12,19:07:28,UPI,12452,0,2241.36,14693.36
1248,,5,2023-10-25,19:15:28,Credit Card,2695,0,485.1,3180.1
1249,32,2,2024-04-07,09:59:59,Credit Card,2898,416.65,446.64,2927.99
1250,1,5,2024-09-27,19:17:53,UPI,1299,49.98,224.82,1473.84
1251,18,5,2023-05-23,12:55:01,Wallet,2497,0,449.46,2946.46
1252,22,2,2024-08-19,09:47:33,Cash,956,0,172.08,1128.08
1253,11,2,2023-11-07,18:43:29,Wallet,3336,0,600.48,3936.48
1254,,2,2024-11-08,15:00:07,UPI,8202,0,1476.36,9678.36
1255,8,2,2024-06-14,18:39:15,Debit Card,9643,0,1735.74,11378.74
1256,49,5,2024-11-19,17:09:55,UPI,2598,0,467.64,3065.64
1257,29,2,2024-01-26,12:00:02,Wallet,5986,0,1077.48,7063.48
1258,8,5,2023-04-24,12:04:58,Credit Card,199,0,35.82,234.82
1259,34,2,2024-02-16,12:17:26,UPI,12389,321.94,2172.07,14239.13
1260,35,3,2024-11-07,18:14:09,Cash,1119,0,201.42,1320.42
1261,,4,2024-01-04,13:36:00,Credit Card,6736,808.88,1066.88,6994.0
1262,4,4,2023-09-18,20:58:04,Wallet,6142,0,1105.56,7247.56
1263,49,2,2023-02-17,14:27:29,Credit Card,11029,0,1985.22,13014.22
1264,39,3,2024-02-05,12:50:05,Cash,4147,218.72,707.09,4635.37
1265,49,2,2024-08-30,14:36:37,UPI,7497,677.01,1227.6,8047.59
1266,45,1,2023-12-19,18:37:59,Credit Card,17091,0,3076.38,20167.38
1267,,1,2024-01-13,10:20:17,Wallet,8192,33.19,1468.59,9627.4
1268,,4,2023-08-20,11:33:31,Wallet,7042,0,1267.56,8309.56
1269,44,5,2024-03-06,10:34:51,UPI,5142,0,925.56,6067.56
1270,8,5,2023-07-13,19:34:25,UPI,9795,0,1763.1,11558.1
1271,30,4,2024-11-07,15:00:30,Cash,2598,0,467.64,3065.64
1272,,2,2023-11-25,12:50:09,Debit Card,1696,32.77,299.38,1962.61
1273,,1,2023-12-18,20:05:30,UPI,7394,0,1330.92,8724.92
1274,,5,2024-11-07,11:49:26,Credit Card,3897,415.08,626.75,4108.67
1275,23,2,2023-08-25,20:27:53,UPI,520,0,93.6,613.6
1276,3,4,2023-10-22,15:49:01,Wallet,3595,275.54,597.5,3916.96
1277,7,4,2023-05-19,09:34:58,Debit Card,7090,0,1276.2,8366.2
1278,,1,2024-09-20,10:24:43,Wallet,6046,0,1088.28,7134.28
1279,24,1,2024-07-02,09:46:27,Cash,3897,0,701.46,4598.46
1280,1,5,2023-09-11,14:18:33,Wallet,7792,0,1402.56,9194.56
1281,39,1,2023-07-24,21:58:19,Credit Card,6032,0,1085.76,7117.76
1282,45,5,2024-02-01,12:23:40,UPI,11391,675.2,1928.84,12644.64
1283,23,4,2024-10-28,17:06:06,Debit Card,20388,1396.2,3418.52,22410.32
1284,6,3,2024-12-05,20:15:05,UPI,2304,34.72,408.47,2677.75
1285,3,3,2023-06-20,12:37:53,UPI,10263,1034.61,1661.11,10889.5
1286,23,2,2024-11-21,21:13:44,Credit Card,5044,462.38,824.69,5406.31
1287,19,1,2024-03-29,17:21:23,Wallet,2998,0,539.64,3537.64
1288,18,4,2024-05-18,12:05:51,Credit Card,520,0,93.6,613.6
1289,47,4,2024-04-06,10:17:45,Wallet,1398,31.42,245.98,1612.56
1290,33,3,2024-10-19,19:31:50,Debit Card,1347,0,242.46,1589.46
1291,24,4,2024-05-27,16:37:06,Credit Card,10497,0,1889.46,12386.46
1292,,1,2024-03-19,10:32:39,Credit Card,1658,46.42,290.08,1901.66
1293,36,3,2024-11-08,17:44:39,Cash,6295,0,1133.1,7428.1
1294,36,5,2023-06-26,16:19:50,Cash,6191,0,1114.38,7305.38
1295,,1,2023-08-01,16:13:47,UPI,15390,832.82,2620.29,17177.47
1296,10,3,2023-10-13,10:36:42,Credit Card,10650,1329.78,1677.64,10997.86
1297,49,2,2023-03-25,11:54:39,UPI,5376,543.85,869.79,5701.94
1298,,1,2023-12-25,16:43:08,Cash,8889,601.99,1491.66,9778.67
1299,35,3,2024-05-31,17:20:15,Credit Card,698,18.55,122.3,801.75
1300,,3,2023-08-29,21:43:59,Debit Card,1499,0,269.82,1768.82
1301,6,1,2023-03-06,18:47:11,Debit Card,8636,0,1554.48,10190.48
1302,1,1,2024-03-21,21:01:12,UPI,4204,0,756.72,4960.72
1303,8,5,2024-03-06,15:58:24,Cash,12031,0,2165.58,14196.58
1304,23,4,2023-11-22,17:36:20,Wallet,16187,862.51,2758.41,18082.9
1305,20,3,2023-12-03,18:20:49,Cash,5997,0,1079.46,7076.46
1306,48,5,2024-12-09,11:37:52,UPI,8233,0,1481.94,9714.94
1307,4,1,2023-09-21,19:46:06,Cash,3197,0,575.46,3772.46
1308,35,5,2024-01-08,20:01:33,Credit Card,11251,0,2025.18,13276.18
1309,29,3,2024-09-11,12:05:14,Debit Card,1898,210.27,303.79,1991.52
1310,40,2,2024-04-26,17:24:24,UPI,12330,1452.06,1958.03,12835.97
1311,2,4,2023-10-04,21:50:05,Credit Card,10741,0,1933.38,12674.38
1312,2,2,2024-02-15,20:38:12,Debit Card,12542,871.22,2100.74,13771.52
1313,15,3,2024-11-22,19:22:01,Wallet,11092,0,1996.56,13088.56
1314,41,5,2024-04-08,15:57:56,Wallet,3996,0,719.28,4715.28
1315,38,3,2023-10-22,20:34:28,UPI,9390,1296.05,1456.91,9550.86
1316,37,5,2023-12-14,15:39:08,Credit Card,11990,0,2158.2,14148.2
1317,33,3,2023-12-08,18:01:24,UPI,7861,896.9,1253.54,8217.64
1318,,3,2023-10-28,21:09:52,UPI,4744,0,853.92,5597.92
1319,49,3,2024-03-24,16:42:06,UPI,4195,0,755.1,4950.1
1320,18,4,2023-04-04,15:33:44,Cash,2998,448.02,459.0,3008.98
1321,9,5,2023-06-08,10:26:46,Credit Card,6992,147.46,1232.02,8076.56
1322,22,2,2024-04-12,15:08:50,Wallet,4497,0,809.46,5306.46
1323,,2,2024-06-18,11:50:46,Debit Card,6331,695.34,1014.42,6650.08
